"cruise","station","cast","cast_type","net_type","mesh","purpose","stableisotope_sizerange","PI_recipient","fixative","net_fraction","no_of_jars","comments_logsheets","comments_reMissingSample"
"EN644","L1",1,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN649","L1",1,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","EtOH",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"NA","NA"
"EN649","L7",7,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","EtOH",1,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN649","L7",7,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,2,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","335 F/SW in 2 jars"
"EN649","L6",19,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN649","L1",1,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good, use 150 and relationship between the two nets when they both worked. Few ctenophores, kept in sample. Using new 20 um net this cruise.","NA"
"EN649","MVCO",2,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good (worked on it after this tow). Several ctenophores, but not removed from samples except for the >1000 size fraction (though some goo remained).","NA"
"EN649","L2",5,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Some ctenophores, many chaetognaths (but possibly sand lance larvae--JL)","NA"
"EN649","L3",6,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN649","L7",7,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"150 flow is bad. Removed 1 large salp from 150 size fraction split.","NA"
"EN649","L8",8,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good; took it apart after this tow. Prop seems to occasionally get caught when 2nd digit changes (10s), so I moved the gear for that digit over to the 6th digit (100000s), but later saw that tis didn't fix it. The 150 flowmeter came up with some digits off centered, but the flow seems reasonable. Rebuilt it to line up the digits again. We were towing pretty fast, so this may have caused it.","NA"
"EN649","L9",11,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Thin sample; some salps and krill. Salps no in size fraction or taxa picking split.","NA"
"EN649","L10",12,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Thin sample; no salps, good number of krill; in the warm slope water.","NA"
"EN649","L11",16,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,2,"150 flow looks bad, and 335 seems reasonable for depth and wire angle. 335 formalin sample in two pint jars.","NA"
"EN649","L6",19,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Started tow 4 nm south of L6.","NA"
"EN649","L5",20,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Both 335 and 150 flow no good. Have to use distance traveled and the relationship of other tows' distance to flow relationships.","NA"
"EN649","L4",21,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow no good. Sand lance larvae and chaetognaths, and many diatoms.","NA"
"EN655","L1",1,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Wire speed 10m/min up and down","NA"
"EN655","L2",2,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"10 m/min wire speed down, 15 m/min up. TDR offset of +6m not fixed in files yet, but value here is corrected.","NA"
"EN655","L3",3,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"15 m/min. TDR offset of +6 m in files not fixed, but value here is corrected.","NA"
"EN655","L4",7,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"15 m/min. TDR offset of +6 m in files not fixed, but value here is corrected.","NA"
"EN655","L5",10,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"wire out 20m/min, 90 m wire out","NA"
"EN655","L7",11,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"20m/min. 335 net skimmed the bottom and got mud/sand in it, so we couldn't keep sample. 150 sample was good, so used 1/4 split for NOAA but there's no taxa picking sample (but could potentially be done from SIA samples if there's enough material). took sample to be processed by NOAA from 150um net sicne 335 sample could not be used.","NA"
"EN655","L10",12,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Both nets with very little biomass. Down and up at 20 m/min with some time up at 25 m/min","NA"
"EN655","L9",15,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,0,"NO SAMPLES; hit bottom and no time to re-do. Thought I was being conservative and I really think there was a winch problem or the winch operator didn't tell us he went past our target of 190 m","hit bottom, no time to redo"
"EN655","L6",16,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"20 m/min, 90 m wire out; was very conservative after last tow and everything seemed fine.","NA"
"EN655","L1",1,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Wire speed 10m/min up and down","NA"
"EN655","L2",2,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"10 m/min wire speed down, 15 m/min up. TDR offset of +6m not fixed in files yet, but value here is corrected.","NA"
"EN655","L3",3,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"15 m/min. TDR offset of +6 m in files not fixed, but value here is corrected.","NA"
